id,System,Month,AREA,Site,Oper,Factor,Target,Value,,,,,,
1058,RPT,202504,PKG,IC,FCB,No Wip,실적,0.8202,,,,,,
1059,RPT,202504,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1060,RPT,202504,PKG,IC,FCB,Loss,실적,0.1634 ,,,,,,
1061,RPT,202504,PKG,IC,W/B,투자가동률,실적,0.5860,,,,,,
1062,RPT,202504,PKG,IC,W/B,No Wip,실적,0.3411,,,,,,
1063,RPT,202504,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1064,RPT,202504,PKG,IC,W/B,Loss,실적,0.4140 ,,,,,,
1065,RPT,202504,PKG,IC,M/D,투자가동률,실적,0.1633,,,,,,
1066,RPT,202504,PKG,IC,M/D,No Wip,실적,0.1535,,,,,,
1067,RPT,202504,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1068,RPT,202504,PKG,IC,M/D,Loss,실적,0.8367 ,,,,,,
1069,RPT,202504,PKG,IC,M/K,투자가동률,실적,0.8929,,,,,,
1070,RPT,202504,PKG,IC,M/K,No Wip,실적,0.0251,,,,,,
1071,RPT,202504,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1072,RPT,202504,PKG,IC,M/K,Loss,실적,0.1071 ,,,,,,
1073,RPT,202504,PKG,IC,SBM,투자가동률,실적,0.2130,,,,,,
1074,RPT,202504,PKG,IC,SBM,No Wip,실적,0.0175,,,,,,
1075,RPT,202504,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1076,RPT,202504,PKG,IC,SBM,Loss,실적,0.7870 ,,,,,,
1077,RPT,202504,PKG,IC,S/G,투자가동률,실적,0.5921,,,,,,
1078,RPT,202504,PKG,IC,S/G,No Wip,실적,0.3552,,,,,,
1079,RPT,202504,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1080,RPT,202504,PKG,IC,S/G,Loss,실적,0.4079 ,,,,,,
1081,CIM,202504,PKG,IC,B/G,투자가동률,실적,0.1887,,,,,,
1082,CIM,202504,PKG,IC,B/G,No Wip,실적,0.0886,,,,,,
1083,CIM,202504,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1084,CIM,202504,PKG,IC,B/G,Loss,실적,0.8113 ,,,,,,
1085,CIM,202504,PKG,IC,WSD,투자가동률,실적,0.3309,,,,,,
1086,CIM,202504,PKG,IC,WSD,No Wip,실적,0.1909,,,,,,
1087,CIM,202504,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1088,CIM,202504,PKG,IC,WSD,Loss,실적,0.6691 ,,,,,,
1089,CIM,202504,PKG,IC,W/S,투자가동률,실적,0.1996,,,,,,
1090,CIM,202504,PKG,IC,W/S,No Wip,실적,0.1954,,,,,,
1091,CIM,202504,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1092,CIM,202504,PKG,IC,W/S,Loss,실적,0.8004 ,,,,,,
1093,CIM,202504,PKG,IC,D/A,투자가동률,실적,0.1647,,,,,,
1094,CIM,202504,PKG,IC,D/A,No Wip,실적,0.0933,,,,,,
1095,CIM,202504,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1096,CIM,202504,PKG,IC,D/A,Loss,실적,0.8353 ,,,,,,
1097,CIM,202504,PKG,IC,FCB,투자가동률,실적,0.8069,,,,,,
1098,CIM,202504,PKG,IC,FCB,No Wip,실적,0.3519,,,,,,
1099,CIM,202504,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1100,CIM,202504,PKG,IC,FCB,Loss,실적,0.1931 ,,,,,,
1101,CIM,202504,PKG,IC,W/B,투자가동률,실적,0.3945,,,,,,
1102,CIM,202504,PKG,IC,W/B,No Wip,실적,0.0391,,,,,,
1103,CIM,202504,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1104,CIM,202504,PKG,IC,W/B,Loss,실적,0.6055 ,,,,,,
1105,CIM,202504,PKG,IC,M/D,투자가동률,실적,0.3380,,,,,,
1106,CIM,202504,PKG,IC,M/D,No Wip,실적,0.1642,,,,,,
1107,CIM,202504,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1108,CIM,202504,PKG,IC,M/D,Loss,실적,0.6620 ,,,,,,
1109,CIM,202504,PKG,IC,M/K,투자가동률,실적,0.6544,,,,,,
1110,CIM,202504,PKG,IC,M/K,No Wip,실적,0.6328,,,,,,
1111,CIM,202504,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1112,CIM,202504,PKG,IC,M/K,Loss,실적,0.3456 ,,,,,,
1113,CIM,202504,PKG,IC,SBM,투자가동률,실적,0.1763,,,,,,
1114,CIM,202504,PKG,IC,SBM,No Wip,실적,0.0414,,,,,,
1115,CIM,202504,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1116,CIM,202504,PKG,IC,SBM,Loss,실적,0.8237 ,,,,,,
1117,CIM,202504,PKG,IC,S/G,투자가동률,실적,0.3281,,,,,,
1118,CIM,202504,PKG,IC,S/G,No Wip,실적,0.0470,,,,,,
1119,CIM,202504,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1120,CIM,202504,PKG,IC,S/G,Loss,실적,0.6719 ,,,,,,
1121,GMS,202504,PKG,IC,B/G,투자가동률,목표,0.8999,,,,,,
1122,GMS,202504,PKG,IC,B/G,No Wip,목표,0.7338,,,,,,
1123,GMS,202504,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1124,GMS,202504,PKG,IC,B/G,Loss,목표,0.1001 ,,,,,,
1125,GMS,202504,PKG,IC,WSD,투자가동률,목표,0.8536,,,,,,
1126,GMS,202504,PKG,IC,WSD,No Wip,목표,0.0881,,,,,,
1127,GMS,202504,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1128,GMS,202504,PKG,IC,WSD,Loss,목표,0.1464 ,,,,,,
1129,GMS,202504,PKG,IC,W/S,투자가동률,목표,0.5603,,,,,,
1130,GMS,202504,PKG,IC,W/S,No Wip,목표,0.4253,,,,,,
1131,GMS,202504,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1132,GMS,202504,PKG,IC,W/S,Loss,목표,0.4397 ,,,,,,
1133,GMS,202504,PKG,IC,D/A,투자가동률,목표,0.5821,,,,,,
1134,GMS,202504,PKG,IC,D/A,No Wip,목표,0.2805,,,,,,
1135,GMS,202504,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1136,GMS,202504,PKG,IC,D/A,Loss,목표,0.4179 ,,,,,,
1137,GMS,202504,PKG,IC,FCB,투자가동률,목표,0.5381,,,,,,
1138,GMS,202504,PKG,IC,FCB,No Wip,목표,0.0918,,,,,,
1139,GMS,202504,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1140,GMS,202504,PKG,IC,FCB,Loss,목표,0.4619 ,,,,,,
1141,GMS,202504,PKG,IC,W/B,투자가동률,목표,0.4572,,,,,,
1142,GMS,202504,PKG,IC,W/B,No Wip,목표,0.3034,,,,,,
1143,GMS,202504,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1144,GMS,202504,PKG,IC,W/B,Loss,목표,0.5428 ,,,,,,
1145,GMS,202504,PKG,IC,M/D,투자가동률,목표,0.2970,,,,,,
1146,GMS,202504,PKG,IC,M/D,No Wip,목표,0.2123,,,,,,
1147,GMS,202504,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1148,GMS,202504,PKG,IC,M/D,Loss,목표,0.7030 ,,,,,,
1149,GMS,202504,PKG,IC,M/K,투자가동률,목표,0.1902,,,,,,
1150,GMS,202504,PKG,IC,M/K,No Wip,목표,0.0766,,,,,,
1151,GMS,202504,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1152,GMS,202504,PKG,IC,M/K,Loss,목표,0.8098 ,,,,,,
1153,GMS,202504,PKG,IC,SBM,투자가동률,목표,0.6415,,,,,,
1154,GMS,202504,PKG,IC,SBM,No Wip,목표,0.0602,,,,,,
1155,GMS,202504,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1156,GMS,202504,PKG,IC,SBM,Loss,목표,0.3585 ,,,,,,
1157,GMS,202504,PKG,IC,S/G,투자가동률,목표,0.9769,,,,,,
1158,GMS,202504,PKG,IC,S/G,No Wip,목표,0.1301,,,,,,
1159,GMS,202504,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1160,GMS,202504,PKG,IC,S/G,Loss,목표,0.0231 ,,,,,,
1161,EMS,202504,PKG,IC,B/G,투자가동률,목표,0.9352,,,,,,
1162,EMS,202504,PKG,IC,B/G,No Wip,목표,0.0122,,,,,,
1163,EMS,202504,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1164,EMS,202504,PKG,IC,B/G,Loss,목표,0.0648 ,,,,,,
1165,EMS,202504,PKG,IC,WSD,투자가동률,목표,0.1259,,,,,,
1166,EMS,202504,PKG,IC,WSD,No Wip,목표,0.1151,,,,,,
1167,EMS,202504,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1168,EMS,202504,PKG,IC,WSD,Loss,목표,0.8741 ,,,,,,
1169,EMS,202504,PKG,IC,W/S,투자가동률,목표,0.2409,,,,,,
1170,EMS,202504,PKG,IC,W/S,No Wip,목표,0.0077,,,,,,
1171,EMS,202504,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1172,EMS,202504,PKG,IC,W/S,Loss,목표,0.7591 ,,,,,,
1173,EMS,202504,PKG,IC,D/A,투자가동률,목표,0.7143,,,,,,
1174,EMS,202504,PKG,IC,D/A,No Wip,목표,0.3381,,,,,,
1175,EMS,202504,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1176,EMS,202504,PKG,IC,D/A,Loss,목표,0.2857 ,,,,,,
1177,EMS,202504,PKG,IC,FCB,투자가동률,목표,0.7218,,,,,,
1178,EMS,202504,PKG,IC,FCB,No Wip,목표,0.5417,,,,,,
1179,EMS,202504,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1180,EMS,202504,PKG,IC,FCB,Loss,목표,0.2782 ,,,,,,
1181,EMS,202504,PKG,IC,W/B,투자가동률,목표,0.7716,,,,,,
1182,EMS,202504,PKG,IC,W/B,No Wip,목표,0.2954,,,,,,
1183,EMS,202504,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1184,EMS,202504,PKG,IC,W/B,Loss,목표,0.2284 ,,,,,,
1185,EMS,202504,PKG,IC,M/D,투자가동률,목표,0.5070,,,,,,
1186,EMS,202504,PKG,IC,M/D,No Wip,목표,0.0293,,,,,,
1187,EMS,202504,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1188,EMS,202504,PKG,IC,M/D,Loss,목표,0.4930 ,,,,,,
1189,EMS,202504,PKG,IC,M/K,투자가동률,목표,0.9331,,,,,,
1190,EMS,202504,PKG,IC,M/K,No Wip,목표,0.1060,,,,,,
1191,EMS,202504,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1192,EMS,202504,PKG,IC,M/K,Loss,목표,0.0669 ,,,,,,
1193,EMS,202504,PKG,IC,SBM,투자가동률,목표,0.2372,,,,,,
1194,EMS,202504,PKG,IC,SBM,No Wip,목표,0.0686,,,,,,
1195,EMS,202504,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1196,EMS,202504,PKG,IC,SBM,Loss,목표,0.7628 ,,,,,,
1197,EMS,202504,PKG,IC,S/G,투자가동률,목표,0.8393,,,,,,
1198,EMS,202504,PKG,IC,S/G,No Wip,목표,0.7851,,,,,,
1199,EMS,202504,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1200,EMS,202504,PKG,IC,S/G,Loss,목표,0.1607 ,,,,,,
1201,RPT,202504,PKG,IC,B/G,투자가동률,목표,0.6453,,,,,,
1202,RPT,202504,PKG,IC,B/G,No Wip,목표,0.4703,,,,,,
1203,RPT,202504,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1204,RPT,202504,PKG,IC,B/G,Loss,목표,0.3547 ,,,,,,
1205,RPT,202504,PKG,IC,WSD,투자가동률,목표,0.4409,,,,,,
1206,RPT,202504,PKG,IC,WSD,No Wip,목표,0.2209,,,,,,
1207,RPT,202504,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1208,RPT,202504,PKG,IC,WSD,Loss,목표,0.5591 ,,,,,,
1209,RPT,202504,PKG,IC,W/S,투자가동률,목표,0.2644,,,,,,
1210,RPT,202504,PKG,IC,W/S,No Wip,목표,0.0230,,,,,,
1211,RPT,202504,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1212,RPT,202504,PKG,IC,W/S,Loss,목표,0.7356 ,,,,,,
1213,RPT,202504,PKG,IC,D/A,투자가동률,목표,0.1478,,,,,,
1214,RPT,202504,PKG,IC,D/A,No Wip,목표,0.0278,,,,,,
1215,RPT,202504,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1216,RPT,202504,PKG,IC,D/A,Loss,목표,0.8522 ,,,,,,
1217,RPT,202504,PKG,IC,FCB,투자가동률,목표,0.6102,,,,,,
1218,RPT,202504,PKG,IC,FCB,No Wip,목표,0.0833,,,,,,
1219,RPT,202504,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1220,RPT,202504,PKG,IC,FCB,Loss,목표,0.3898 ,,,,,,
1221,RPT,202504,PKG,IC,W/B,투자가동률,목표,0.5520,,,,,,
1222,RPT,202504,PKG,IC,W/B,No Wip,목표,0.0125,,,,,,
1223,RPT,202504,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1224,RPT,202504,PKG,IC,W/B,Loss,목표,0.4480 ,,,,,,
1225,RPT,202504,PKG,IC,M/D,투자가동률,목표,0.7346,,,,,,
1226,RPT,202504,PKG,IC,M/D,No Wip,목표,0.0839,,,,,,
1227,RPT,202504,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1228,RPT,202504,PKG,IC,M/D,Loss,목표,0.2654 ,,,,,,
1229,RPT,202504,PKG,IC,M/K,투자가동률,목표,0.9196,,,,,,
1230,RPT,202504,PKG,IC,M/K,No Wip,목표,0.7707,,,,,,
1231,RPT,202504,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1232,RPT,202504,PKG,IC,M/K,Loss,목표,0.0804 ,,,,,,
1233,RPT,202504,PKG,IC,SBM,투자가동률,목표,0.6131,,,,,,
1234,RPT,202504,PKG,IC,SBM,No Wip,목표,0.2585,,,,,,
1235,RPT,202504,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1236,RPT,202504,PKG,IC,SBM,Loss,목표,0.3869 ,,,,,,
1237,RPT,202504,PKG,IC,S/G,투자가동률,목표,0.6869,,,,,,
1238,RPT,202504,PKG,IC,S/G,No Wip,목표,0.6379,,,,,,
1239,RPT,202504,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1240,RPT,202504,PKG,IC,S/G,Loss,목표,0.3131 ,,,,,,
1241,CIM,202504,PKG,IC,B/G,투자가동률,목표,0.1168,,,,,,
1242,CIM,202504,PKG,IC,B/G,No Wip,목표,0.0627,,,,,,
1243,CIM,202504,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
1244,CIM,202504,PKG,IC,B/G,Loss,목표,0.8832 ,,,,,,
1245,CIM,202504,PKG,IC,WSD,투자가동률,목표,0.2921,,,,,,
1246,CIM,202504,PKG,IC,WSD,No Wip,목표,0.2714,,,,,,
1247,CIM,202504,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
1248,CIM,202504,PKG,IC,WSD,Loss,목표,0.7079 ,,,,,,
1249,CIM,202504,PKG,IC,W/S,투자가동률,목표,0.6072,,,,,,
1250,CIM,202504,PKG,IC,W/S,No Wip,목표,0.1462,,,,,,
1251,CIM,202504,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
1252,CIM,202504,PKG,IC,W/S,Loss,목표,0.3928 ,,,,,,
1253,CIM,202504,PKG,IC,D/A,투자가동률,목표,0.7822,,,,,,
1254,CIM,202504,PKG,IC,D/A,No Wip,목표,0.6335,,,,,,
1255,CIM,202504,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
1256,CIM,202504,PKG,IC,D/A,Loss,목표,0.2178 ,,,,,,
1257,CIM,202504,PKG,IC,FCB,투자가동률,목표,0.0901,,,,,,
1258,CIM,202504,PKG,IC,FCB,No Wip,목표,0.0549,,,,,,
1259,CIM,202504,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
1260,CIM,202504,PKG,IC,FCB,Loss,목표,0.9099 ,,,,,,
1261,CIM,202504,PKG,IC,W/B,투자가동률,목표,0.5666,,,,,,
1262,CIM,202504,PKG,IC,W/B,No Wip,목표,0.5322,,,,,,
1263,CIM,202504,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
1264,CIM,202504,PKG,IC,W/B,Loss,목표,0.4334 ,,,,,,
1265,CIM,202504,PKG,IC,M/D,투자가동률,목표,0.0749,,,,,,
1266,CIM,202504,PKG,IC,M/D,No Wip,목표,0.0052,,,,,,
1267,CIM,202504,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
1268,CIM,202504,PKG,IC,M/D,Loss,목표,0.9251 ,,,,,,
1269,CIM,202504,PKG,IC,M/K,투자가동률,목표,0.9154,,,,,,
1270,CIM,202504,PKG,IC,M/K,No Wip,목표,0.3460,,,,,,
1271,CIM,202504,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
1272,CIM,202504,PKG,IC,M/K,Loss,목표,0.0846 ,,,,,,
1273,CIM,202504,PKG,IC,SBM,투자가동률,목표,0.4975,,,,,,
1274,CIM,202504,PKG,IC,SBM,No Wip,목표,0.4416,,,,,,
1275,CIM,202504,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
1276,CIM,202504,PKG,IC,SBM,Loss,목표,0.5025 ,,,,,,
1277,CIM,202504,PKG,IC,S/G,투자가동률,목표,0.9859,,,,,,
1278,CIM,202504,PKG,IC,S/G,No Wip,목표,0.8983,,,,,,
1279,CIM,202504,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
1280,CIM,202504,PKG,IC,S/G,Loss,목표,0.0141 ,,,,,,
1281,GMS,202505,PKG,IC,B/G,투자가동률,실적,0.6332,,,,,,
1282,GMS,202505,PKG,IC,B/G,No Wip,실적,0.6178,,,,,,
1283,GMS,202505,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1284,GMS,202505,PKG,IC,B/G,Loss,실적,0.3668 ,,,,,,
1285,GMS,202505,PKG,IC,WSD,투자가동률,실적,0.5349,,,,,,
1286,GMS,202505,PKG,IC,WSD,No Wip,실적,0.2741,,,,,,
1287,GMS,202505,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1288,GMS,202505,PKG,IC,WSD,Loss,실적,0.4651 ,,,,,,
1289,GMS,202505,PKG,IC,W/S,투자가동률,실적,0.7893,,,,,,
1290,GMS,202505,PKG,IC,W/S,No Wip,실적,0.3055,,,,,,
1291,GMS,202505,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1292,GMS,202505,PKG,IC,W/S,Loss,실적,0.2107 ,,,,,,
1293,GMS,202505,PKG,IC,D/A,투자가동률,실적,0.9510,,,,,,
1294,GMS,202505,PKG,IC,D/A,No Wip,실적,0.6470,,,,,,
1295,GMS,202505,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1296,GMS,202505,PKG,IC,D/A,Loss,실적,0.0490 ,,,,,,
1297,GMS,202505,PKG,IC,FCB,투자가동률,실적,0.4966,,,,,,
1298,GMS,202505,PKG,IC,FCB,No Wip,실적,0.0188,,,,,,
1299,GMS,202505,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1300,GMS,202505,PKG,IC,FCB,Loss,실적,0.5034 ,,,,,,
1301,GMS,202505,PKG,IC,W/B,투자가동률,실적,0.7465,,,,,,
1302,GMS,202505,PKG,IC,W/B,No Wip,실적,0.6495,,,,,,
1303,GMS,202505,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1304,GMS,202505,PKG,IC,W/B,Loss,실적,0.2535 ,,,,,,
1305,GMS,202505,PKG,IC,M/D,투자가동률,실적,0.4489,,,,,,
1306,GMS,202505,PKG,IC,M/D,No Wip,실적,0.3868,,,,,,
1307,GMS,202505,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1308,GMS,202505,PKG,IC,M/D,Loss,실적,0.5511 ,,,,,,
1309,GMS,202505,PKG,IC,M/K,투자가동률,실적,0.0417,,,,,,
1310,GMS,202505,PKG,IC,M/K,No Wip,실적,0.0386,,,,,,
1311,GMS,202505,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1312,GMS,202505,PKG,IC,M/K,Loss,실적,0.9583 ,,,,,,
1313,GMS,202505,PKG,IC,SBM,투자가동률,실적,0.1875,,,,,,
1314,GMS,202505,PKG,IC,SBM,No Wip,실적,0.0193,,,,,,
1315,GMS,202505,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1316,GMS,202505,PKG,IC,SBM,Loss,실적,0.8125 ,,,,,,
1317,GMS,202505,PKG,IC,S/G,투자가동률,실적,0.0372,,,,,,
1318,GMS,202505,PKG,IC,S/G,No Wip,실적,0.0245,,,,,,
1319,GMS,202505,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1320,GMS,202505,PKG,IC,S/G,Loss,실적,0.9628 ,,,,,,
1321,EMS,202505,PKG,IC,B/G,투자가동률,실적,0.2468,,,,,,
1322,EMS,202505,PKG,IC,B/G,No Wip,실적,0.2190,,,,,,
1323,EMS,202505,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1324,EMS,202505,PKG,IC,B/G,Loss,실적,0.7532 ,,,,,,
1325,EMS,202505,PKG,IC,WSD,투자가동률,실적,0.8346,,,,,,
1326,EMS,202505,PKG,IC,WSD,No Wip,실적,0.6168,,,,,,
1327,EMS,202505,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1328,EMS,202505,PKG,IC,WSD,Loss,실적,0.1654 ,,,,,,
1329,EMS,202505,PKG,IC,W/S,투자가동률,실적,0.6091,,,,,,
1330,EMS,202505,PKG,IC,W/S,No Wip,실적,0.6025,,,,,,
1331,EMS,202505,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1332,EMS,202505,PKG,IC,W/S,Loss,실적,0.3909 ,,,,,,
1333,EMS,202505,PKG,IC,D/A,투자가동률,실적,0.4103,,,,,,
1334,EMS,202505,PKG,IC,D/A,No Wip,실적,0.3268,,,,,,
1335,EMS,202505,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1336,EMS,202505,PKG,IC,D/A,Loss,실적,0.5897 ,,,,,,
1337,EMS,202505,PKG,IC,FCB,투자가동률,실적,0.0312,,,,,,
1338,EMS,202505,PKG,IC,FCB,No Wip,실적,0.0124,,,,,,
1339,EMS,202505,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1340,EMS,202505,PKG,IC,FCB,Loss,실적,0.9688 ,,,,,,
1341,EMS,202505,PKG,IC,W/B,투자가동률,실적,0.1385,,,,,,
1342,EMS,202505,PKG,IC,W/B,No Wip,실적,0.0578,,,,,,
1343,EMS,202505,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1344,EMS,202505,PKG,IC,W/B,Loss,실적,0.8615 ,,,,,,
1345,EMS,202505,PKG,IC,M/D,투자가동률,실적,0.1963,,,,,,
1346,EMS,202505,PKG,IC,M/D,No Wip,실적,0.1960,,,,,,
1347,EMS,202505,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1348,EMS,202505,PKG,IC,M/D,Loss,실적,0.8037 ,,,,,,
1349,EMS,202505,PKG,IC,M/K,투자가동률,실적,0.0074,,,,,,
1350,EMS,202505,PKG,IC,M/K,No Wip,실적,0.0074,,,,,,
1351,EMS,202505,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1352,EMS,202505,PKG,IC,M/K,Loss,실적,0.9926 ,,,,,,
1353,EMS,202505,PKG,IC,SBM,투자가동률,실적,0.1914,,,,,,
1354,EMS,202505,PKG,IC,SBM,No Wip,실적,0.0468,,,,,,
1355,EMS,202505,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1356,EMS,202505,PKG,IC,SBM,Loss,실적,0.8086 ,,,,,,
1357,EMS,202505,PKG,IC,S/G,투자가동률,실적,0.6050,,,,,,
1358,EMS,202505,PKG,IC,S/G,No Wip,실적,0.1466,,,,,,
1359,EMS,202505,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1360,EMS,202505,PKG,IC,S/G,Loss,실적,0.3950 ,,,,,,
1361,RPT,202505,PKG,IC,B/G,투자가동률,실적,0.0939,,,,,,
1362,RPT,202505,PKG,IC,B/G,No Wip,실적,0.0652,,,,,,
1363,RPT,202505,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1364,RPT,202505,PKG,IC,B/G,Loss,실적,0.9061 ,,,,,,
1365,RPT,202505,PKG,IC,WSD,투자가동률,실적,0.2117,,,,,,
1366,RPT,202505,PKG,IC,WSD,No Wip,실적,0.0567,,,,,,
1367,RPT,202505,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1368,RPT,202505,PKG,IC,WSD,Loss,실적,0.7883 ,,,,,,
1369,RPT,202505,PKG,IC,W/S,투자가동률,실적,0.6897,,,,,,
1370,RPT,202505,PKG,IC,W/S,No Wip,실적,0.1289,,,,,,
1371,RPT,202505,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1372,RPT,202505,PKG,IC,W/S,Loss,실적,0.3103 ,,,,,,
1373,RPT,202505,PKG,IC,D/A,투자가동률,실적,0.8436,,,,,,
1374,RPT,202505,PKG,IC,D/A,No Wip,실적,0.4247,,,,,,
1375,RPT,202505,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1376,RPT,202505,PKG,IC,D/A,Loss,실적,0.1564 ,,,,,,
1377,RPT,202505,PKG,IC,FCB,투자가동률,실적,0.3352,,,,,,
1378,RPT,202505,PKG,IC,FCB,No Wip,실적,0.2206,,,,,,
1379,RPT,202505,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1380,RPT,202505,PKG,IC,FCB,Loss,실적,0.6648 ,,,,,,
1381,RPT,202505,PKG,IC,W/B,투자가동률,실적,0.5988,,,,,,
1382,RPT,202505,PKG,IC,W/B,No Wip,실적,0.3486,,,,,,
1383,RPT,202505,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1384,RPT,202505,PKG,IC,W/B,Loss,실적,0.4012 ,,,,,,
1385,RPT,202505,PKG,IC,M/D,투자가동률,실적,0.2789,,,,,,
1386,RPT,202505,PKG,IC,M/D,No Wip,실적,0.0479,,,,,,
1387,RPT,202505,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1388,RPT,202505,PKG,IC,M/D,Loss,실적,0.7211 ,,,,,,
1389,RPT,202505,PKG,IC,M/K,투자가동률,실적,0.2382,,,,,,
1390,RPT,202505,PKG,IC,M/K,No Wip,실적,0.1744,,,,,,
1391,RPT,202505,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1392,RPT,202505,PKG,IC,M/K,Loss,실적,0.7618 ,,,,,,
1393,RPT,202505,PKG,IC,SBM,투자가동률,실적,0.8065,,,,,,
1394,RPT,202505,PKG,IC,SBM,No Wip,실적,0.4403,,,,,,
1395,RPT,202505,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1396,RPT,202505,PKG,IC,SBM,Loss,실적,0.1935 ,,,,,,
1397,RPT,202505,PKG,IC,S/G,투자가동률,실적,0.2772,,,,,,
1398,RPT,202505,PKG,IC,S/G,No Wip,실적,0.2498,,,,,,
1399,RPT,202505,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1400,RPT,202505,PKG,IC,S/G,Loss,실적,0.7228 ,,,,,,
1401,CIM,202505,PKG,IC,B/G,투자가동률,실적,0.5492,,,,,,
